iter	MultiClass
261	2.042512229e-06
262	2.031329138e-06
263	2.020232305e-06
264	2.009313671e-06
265	1.998524394e-06
266	1.987862128e-06
267	1.97733506e-06
268	1.966919843e-06
269	1.956624937e-06
270	1.946448212e-06
271	1.93638759e-06
272	1.926441041e-06
273	1.916606581e-06
274	1.906882275e-06
275	1.897266229e-06
276	1.887756595e-06
277	1.878351565e-06
278	1.869049374e-06
279	1.859848296e-06
280	1.850746641e-06
281	1.841675899e-06
282	1.832701075e-06
283	1.823886156e-06
284	1.815097903e-06
285	1.806466777e-06
286	1.797925768e-06
287	1.789405995e-06
288	1.781040098e-06
289	1.772760091e-06
290	1.764496268e-06
291	1.756383235e-06
292	1.748352124e-06
293	1.740401663e-06
294	1.732530603e-06
295	1.72466716e-06
296	1.716950587e-06
297	1.709239277e-06
298	1.70167256e-06
299	1.694179416e-06
300	1.686758741e-06
301	1.679409455e-06
302	1.67639617e-06
303	1.669145144e-06
304	1.661963005e-06
305	1.654848742e-06
306	1.647801366e-06
307	1.640819906e-06
308	1.633828326e-06
309	1.626975357e-06
310	1.620185517e-06
311	1.613457908e-06
312	1.60679165e-06
313	1.600185878e-06
314	1.593639745e-06
315	1.587152419e-06
316	1.580723083e-06
317	1.574350937e-06
318	1.568035193e-06
319	1.561696243e-06
320	1.555490625e-06
321	1.549339146e-06
322	1.543365552e-06
323	1.537319377e-06
324	1.5313252e-06
325	1.525382327e-06
326	1.51949008e-06
327	1.513647792e-06
328	1.507854807e-06
329	1.502110481e-06
330	1.496414182e-06
331	1.490765288e-06
332	1.485163188e-06
333	1.479607282e-06
334	1.474014492e-06
335	1.468467138e-06
336	1.463045825e-06
337	1.45766842e-06
338	1.452252715e-06
339	1.446880242e-06
340	1.44163084e-06
341	1.436423212e-06
342	1.431256841e-06
343	1.426131222e-06
344	1.423783288e-06
345	1.418714907e-06
346	1.413605115e-06
347	1.408615187e-06
348	1.40366388e-06
349	1.39875073e-06
350	1.393981529e-06
351	1.389142723e-06
352	1.384340734e-06
353	1.383538419e-06
354	1.378777328e-06
355	1.374052148e-06
356	1.369362459e-06
357	1.364707848e-06
358	1.360087907e-06
359	1.355502236e-06
360	1.350950441e-06
361	1.346432133e-06
362	1.34194693e-06
363	1.337494455e-06
364	1.332991801e-06
365	1.328603567e-06
366	1.32424697e-06
367	1.319921656e-06
368	1.315627277e-06
369	1.311363488e-06
370	1.307129952e-06
371	1.302926335e-06
372	1.298752309e-06
373	1.294607551e-06
374	1.290491741e-06
375	1.286404566e-06
376	1.284491275e-06
377	1.280444607e-06
378	1.276425833e-06
379	1.2747579e-06
380	1.270777689e-06
381	1.266824665e-06
382	1.26289854e-06
383	1.258999028e-06
384	1.25512585e-06
385	1.25127873e-06
386	1.247374567e-06
387	1.243578708e-06
388	1.239725809e-06
389	1.236271965e-06
390	1.23254883e-06
391	1.228850204e-06
392	1.225094298e-06
393	1.221443913e-06
394	1.217817298e-06
395	1.214214213e-06
396	1.210634421e-06
397	1.207077687e-06
398	1.205402051e-06
399	1.201797245e-06
400	1.198295668e-06
401	1.194816376e-06
402	1.191359148e-06
403	1.187923766e-06
404	1.184429743e-06
405	1.181037402e-06
406	1.177666274e-06
407	1.174316152e-06
408	1.170986834e-06
409	1.169601514e-06
410	1.166300969e-06
411	1.163020752e-06
412	1.159681e-06
413	1.156440857e-06
414	1.153220467e-06
415	1.150019642e-06
416	1.146838197e-06
417	1.143675949e-06
418	1.14045359e-06
419	1.137329211e-06
420	1.134223496e-06
421	1.131136273e-06
422	1.12806737e-06
423	1.125016619e-06
424	1.121983852e-06
425	1.118890367e-06
426	1.115893097e-06
427	1.112913323e-06
428	1.109950888e-06
429	1.107005633e-06
430	1.105731705e-06
431	1.102810248e-06
432	1.099905605e-06
433	1.097017626e-06
434	1.094146162e-06
435	1.091291066e-06
436	1.088374668e-06
437	1.085551907e-06
438	1.082745086e-06
439	1.079877078e-06
440	1.078542012e-06
441	1.075773514e-06
442	1.072944319e-06
443	1.070206657e-06
444	1.067484196e-06
445	1.064776805e-06
446	1.062084355e-06
447	1.059406716e-06
448	1.058286239e-06
449	1.057169689e-06
450	1.054443065e-06
451	1.051806253e-06
452	1.049183783e-06
453	1.046575532e-06
454	1.043981382e-06
455	1.041401212e-06
456	1.038834907e-06
457	1.03628235e-06
458	1.033743426e-06
459	1.031218022e-06
460	1.028631549e-06
461	1.028147064e-06
462	1.025650344e-06
463	1.0231668e-06
464	1.020696323e-06
465	1.018238806e-06
466	1.015794143e-06
467	1.013362231e-06
468	1.012349337e-06
469	1.009935052e-06
470	1.007533271e-06
471	1.005143895e-06
472	1.002766823e-06
473	1.000401957e-06
474	9.980491983e-07
475	9.957084518e-07
476	9.933796214e-07
477	9.910626128e-07
478	9.887573326e-07
479	9.864636883e-07
480	9.841815885e-07
481	9.819109427e-07
482	9.796516616e-07
483	9.773309234e-07
484	9.750941699e-07
485	9.741538412e-07
486	9.718604441e-07
487	9.696502557e-07
488	9.674509665e-07
489	9.65262493e-07
490	9.630847522e-07
491	9.609176624e-07
492	9.58689691e-07
493	9.565437254e-07
494	9.544081703e-07
495	9.522829471e-07
496	9.50167978e-07
497	9.48063186e-07
498	9.459684948e-07
499	9.43883829e-07
500	9.418091139e-07
501	9.397442756e-07
502	9.376187666e-07
503	9.355735317e-07
504	9.335379566e-07
505	9.315119701e-07
506	9.294955021e-07
507	9.274884829e-07
508	9.254908436e-07
509	9.235025159e-07
510	9.215234324e-07
511	9.206875479e-07
512	9.187213028e-07
513	9.167641432e-07
514	9.148160036e-07
515	9.128768195e-07
516	9.109465267e-07
517	9.089559617e-07
518	9.085702842e-07
519	9.066589804e-07
520	9.046877782e-07
521	9.027938762e-07
522	9.009085475e-07
523	8.990317315e-07
524	8.971633685e-07
525	8.962537358e-07
526	8.943973095e-07
527	8.925491953e-07
528	8.907093353e-07
529	8.888776721e-07
530	8.870541489e-07
531	8.852387094e-07
532	8.834312978e-07
533	8.816818044e-07
534	8.79890106e-07
535	8.781062723e-07
536	8.763302496e-07
537	8.745619846e-07
538	8.728014247e-07
539	8.709819166e-07
540	8.692366857e-07
541	8.674990046e-07
542	8.657688225e-07
543	8.640460891e-07
544	8.628169307e-07
545	8.611067648e-07
546	8.593381263e-07
547	8.576426178e-07
548	8.559543279e-07
549	8.542732088e-07
550	8.530217382e-07
551	8.522675365e-07
552	8.515585928e-07
553	8.498954991e-07
554	8.482394121e-07
555	8.465255752e-07
556	8.448834392e-07
557	8.432481734e-07
558	8.416197332e-07
559	8.399339025e-07
560	8.383190553e-07
561	8.367109019e-07
562	8.351093992e-07
563	8.335145042e-07
564	8.319261746e-07
565	8.303443684e-07
566	8.287690439e-07
567	8.272001597e-07
568	8.256376749e-07
569	8.24081549e-07
570	8.22468619e-07
571	8.209251655e-07
572	8.193879511e-07
573	8.178569365e-07
574	8.163320829e-07
575	8.148133517e-07
576	8.133007047e-07
577	8.117941039e-07
578	8.102935118e-07
579	8.087988911e-07
580	8.073102049e-07
581	8.066793473e-07
582	8.051989041e-07
583	8.037243085e-07
584	8.022555246e-07
585	8.007925167e-07
586	7.992735507e-07
587	7.978220649e-07
588	7.963762499e-07
589	7.949360714e-07
590	7.942832738e-07
591	7.928509408e-07
592	7.921340379e-07
593	7.907097756e-07
594	7.899103042e-07
595	7.884945413e-07
596	7.870842356e-07
597	7.856793544e-07
598	7.842798652e-07
599	7.82885736e-07
600	7.822914246e-07
601	7.80844651e-07
602	7.794633407e-07
603	7.780872831e-07
604	7.767164472e-07
605	7.753508022e-07
606	7.739903176e-07
607	7.726349629e-07
608	7.720561863e-07
609	7.70707969e-07
610	7.693648104e-07
611	7.68026681e-07
612	7.677326679e-07
613	7.664003834e-07
614	7.658322518e-07
615	7.645069213e-07
616	7.631865178e-07
617	7.618122841e-07
618	7.60501723e-07
619	7.59234597e-07
620	7.579335742e-07
621	7.572825111e-07
622	7.55988436e-07
623	7.552685524e-07
624	7.539817756e-07
625	7.526418554e-07
626	7.513645384e-07
627	7.50091875e-07
628	7.48823839e-07
629	7.475604041e-07
630	7.462442359e-07
631	7.449899976e-07
632	7.437402831e-07
633	7.424950671e-07
634	7.412543244e-07
635	7.400180301e-07
636	7.387861592e-07
637	7.375586873e-07
638	7.3633559e-07
639	7.351168429e-07
640	7.338460012e-07
641	7.326359542e-07
642	7.314301857e-07
643	7.302286724e-07
644	7.289754258e-07
645	7.277824236e-07
646	7.265936069e-07
647	7.25408953e-07
648	7.249014863e-07
649	7.237226338e-07
650	7.225478902e-07
651	7.213772334e-07
652	7.202106411e-07
653	7.190480915e-07
654	7.178895628e-07
655	7.167350334e-07
656	7.1624019e-07
657	7.150912349e-07
658	7.14843884e-07
659	7.136995268e-07
660	7.125590942e-07
661	7.114225651e-07
662	7.102899188e-07
663	7.091611347e-07
664	7.080361924e-07
665	7.068607205e-07
666	7.056893488e-07
667	7.045759486e-07
668	7.040981557e-07
669	7.029900276e-07
670	7.025141126e-07
671	7.014112185e-07
672	7.003120312e-07
673	7.000627797e-07
674	6.989144958e-07
675	6.978233762e-07
676	6.967359029e-07
677	6.95652057e-07
678	6.945718198e-07
679	6.934951724e-07
680	6.924220965e-07
681	6.913525736e-07
682	6.902865854e-07
683	6.891714375e-07
684	6.881125316e-07
685	6.870571062e-07
686	6.860051436e-07
687	6.849566262e-07
688	6.839115364e-07
689	6.828177267e-07
690	6.817795065e-07
691	6.815110763e-07
692	6.804769139e-07
693	6.794461074e-07
694	6.784186398e-07
695	6.773944943e-07
696	6.763736543e-07
697	6.758513855e-07
698	6.747840134e-07
699	6.737713114e-07
700	6.727618582e-07
701	6.717556377e-07
702	6.707526339e-07
703	6.697528308e-07
704	6.687562125e-07
705	6.677627633e-07
706	6.667724676e-07
707	6.657853097e-07
708	6.648012742e-07
709	6.637698522e-07
710	6.6279208e-07
711	6.617671554e-07
712	6.607955852e-07
713	6.598270616e-07
714	6.588615697e-07
715	6.578990949e-07
716	6.569396225e-07
717	6.565255824e-07
718	6.555206448e-07
719	6.545683964e-07
720	6.536191014e-07
721	6.526727456e-07
722	6.517293149e-07
723	6.507887952e-07
724	6.498511727e-07
725	6.489164334e-07
726	6.479845636e-07
727	6.470555496e-07
728	6.461293779e-07
729	6.452060349e-07
730	6.442855073e-07
731	6.433677816e-07
732	6.424528448e-07
733	6.415406836e-07
734	6.406312849e-07
735	6.397246359e-07
736	6.388207235e-07
737	6.37919535e-07
738	6.370210576e-07
739	6.361252786e-07
740	6.352321856e-07
741	6.34341766e-07
742	6.334540074e-07
743	6.325688974e-07
744	6.316864238e-07
745	6.308065744e-07
746	6.299293371e-07
747	6.290546999e-07
748	6.281826508e-07
749	6.273131779e-07
750	6.267991379e-07
751	6.259336237e-07
752	6.250232232e-07
753	6.241628511e-07
754	6.233050025e-07
755	6.224496659e-07
756	6.215968297e-07
757	6.21226242e-07
758	6.203769054e-07
759	6.194831379e-07
760	6.186387967e-07
761	6.177969068e-07
762	6.169574569e-07
763	6.161204363e-07
764	6.152858339e-07
765	6.149231811e-07
766	6.14091963e-07
767	6.132631375e-07
768	6.124366937e-07
769	6.116126212e-07
770	6.107909092e-07
771	6.103989496e-07
772	6.095805833e-07
773	6.087645525e-07
774	6.079508471e-07
775	6.071394567e-07
776	6.06330371e-07
777	6.059782121e-07
778	6.051723534e-07
779	6.047878601e-07
780	6.039852481e-07
781	6.031849027e-07
782	6.028381507e-07
783	6.02040973e-07
784	6.012460384e-07
785	6.004533371e-07
786	5.996628593e-07
787	5.988745955e-07
788	5.98088536e-07
789	5.973046711e-07
790	5.965229916e-07
791	5.957434877e-07
792	5.949661503e-07
793	5.945015191e-07
794	5.937275831e-07
795	5.929557897e-07
796	5.921861296e-07
797	5.914185938e-07
798	5.906531732e-07
799	5.898898586e-07
800	5.891286412e-07
801	5.883695119e-07
802	5.87612462e-07
803	5.868574825e-07
804	5.861045648e-07
805	5.85775265e-07
806	5.850252357e-07
807	5.842772474e-07
808	5.835312913e-07
809	5.827873591e-07
810	5.820454421e-07
811	5.81305532e-07
812	5.805676202e-07
813	5.798316985e-07
814	5.796530537e-07
815	5.789194929e-07
816	5.781879042e-07
817	5.774582795e-07
818	5.767306106e-07
819	5.760048893e-07
820	5.756874014e-07
821	5.749644097e-07
822	5.742433464e-07
823	5.739283625e-07
824	5.732100018e-07
825	5.724935505e-07
826	5.717790008e-07
827	5.710663448e-07
828	5.703555748e-07
829	5.696466831e-07
830	5.689396618e-07
831	5.682345035e-07
832	5.675312005e-07
833	5.668297452e-07
834	5.6613013e-07
835	5.654323477e-07
836	5.647363906e-07
837	5.640422514e-07
838	5.633499227e-07
839	5.626593973e-07
840	5.619706678e-07
841	5.61283727e-07
842	5.605985677e-07
843	5.599151828e-07
844	5.592335652e-07
845	5.590628414e-07
846	5.583833325e-07
847	5.576637032e-07
848	5.572573685e-07
849	5.565823735e-07
850	5.559091128e-07
851	5.552375796e-07
852	5.545677669e-07
853	5.538996679e-07
854	5.532332759e-07
855	5.52568584e-07
856	5.522770336e-07
857	5.516147274e-07
858	5.509541055e-07
859	5.502951611e-07
860	5.494675344e-07
861	5.488123009e-07
862	5.481178725e-07
863	5.474659957e-07
864	5.471798774e-07
865	5.46894372e-07
866	5.462454812e-07
867	5.455982224e-07
868	5.449121086e-07
869	5.442681445e-07
870	5.436257933e-07
871	5.429850488e-07
872	5.423459048e-07
873	5.420653958e-07
874	5.414284978e-07
875	5.407931856e-07
876	5.406409144e-07
877	5.400074785e-07
878	5.393756151e-07
879	5.387453183e-07
880	5.38116582e-07
881	5.374894003e-07
882	5.368637671e-07
883	5.362396767e-07
884	5.35617123e-07
885	5.349961003e-07
886	5.343370619e-07
887	5.337191318e-07
888	5.331027151e-07
889	5.324878061e-07
890	5.318743991e-07
891	5.312624884e-07
892	5.306520684e-07
893	5.300431335e-07
894	5.29435678e-07
895	5.288296963e-07
896	5.282251831e-07
897	5.276221326e-07
898	5.269816487e-07
899	5.263815547e-07
900	5.257829071e-07
901	5.251857006e-07
902	5.245899296e-07
903	5.23995589e-07
904	5.234026734e-07
905	5.228111774e-07
906	5.222210959e-07
907	5.2159403e-07
908	5.21006808e-07
909	5.204209848e-07
910	5.198365551e-07
911	5.192153814e-07
912	5.186337694e-07
913	5.180535356e-07
914	5.177974649e-07
915	5.172191686e-07
916	5.166422385e-07
917	5.163886139e-07
918	5.158136014e-07
919	5.15239943e-07
920	5.146676339e-07
921	5.140966692e-07
922	5.13527044e-07
923	5.129587534e-07
924	5.123917926e-07
925	5.118261568e-07
926	5.112618412e-07
927	5.106988409e-07
928	5.101371514e-07
929	5.095767678e-07
930	5.090176854e-07
931	5.084598996e-07
932	5.079034058e-07
933	5.076573639e-07
934	5.071026873e-07
935	5.067710935e-07
936	5.062184398e-07
937	5.056670599e-07
938	5.051169491e-07
939	5.04568103e-07
940	5.040205171e-07
941	5.034741869e-07
942	5.029291079e-07
943	5.023852757e-07
944	5.018426859e-07
945	5.013013342e-07
946	5.00761216e-07
947	5.001858262e-07
948	4.999470284e-07
949	4.996592678e-07
950	4.991227424e-07
951	4.985874339e-07
952	4.980533381e-07
953	4.977666042e-07
954	4.972343029e-07
955	4.9708023e-07
956	4.967942192e-07
957	4.962639847e-07
958	4.957349456e-07
959	4.952070977e-07
960	4.948920244e-07
961	4.943660498e-07
962	4.938412558e-07
963	4.933176382e-07
964	4.927951931e-07
965	4.922739163e-07
966	4.92043346e-07
967	4.915237126e-07
968	4.91005238e-07
969	4.90487918e-07
970	4.899717488e-07
971	4.894213483e-07
972	4.889075101e-07
973	4.883948108e-07
974	4.878832464e-07
975	4.873728131e-07
976	4.86863507e-07
977	4.863553242e-07
978	4.858132353e-07
979	4.853073286e-07
980	4.848025337e-07
981	4.842988468e-07
982	4.837962642e-07
983	4.832947822e-07
984	4.82794397e-07
985	4.822951048e-07
986	4.817969021e-07
987	4.812997852e-07
988	4.808037503e-07
989	4.803087939e-07
990	4.798149122e-07
991	4.793221018e-07
992	4.78830359e-07
993	4.786121207e-07
994	4.781218812e-07
995	4.776327009e-07
996	4.771445761e-07
997	4.766575034e-07
998	4.761714791e-07
999	4.756864999e-07
